income_am,profit_last_am,profit_am,damage_am,crd_lim_rec,cab_requests,bar_no,neighbor_income,age,tenure_mts,tenure_yrs,claims_am,nights_booked,shop_am,outcome_profit,outcome_damage_amount,pos_mean_scores,neg_mean_scores,damage_inc_0.0,damage_inc_1.0,damage_inc_2.0,damage_inc_3.0,damage_inc_4.0,damage_inc_5.0,damage_inc_6.0,damage_inc_7.0,damage_inc_8.0,damage_inc_9.0,damage_inc_10.0,credit_use_ic_0.0,credit_use_ic_1.0,insurance_ic_0.0,insurance_ic_1.0,spa_ic_0.0,spa_ic_1.0,empl_ic_0.0,empl_ic_1.0,married_cd_False,married_cd_True,sport_ic_0.0,sport_ic_1.0,marketing_permit_0.0,marketing_permit_1.0,dining_ic_0.0,dining_ic_1.0,presidential_0.0,presidential_1.0,presidential_Undefined,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_3.0,sect_empl_4.0,sect_empl_6.0,prev_stay_0.0,prev_stay_1.0,prev_all_in_stay_0.0,prev_all_in_stay_1.0,divorce_0.0,divorce_1.0,fam_adult_size_1.0,fam_adult_size_2.0,fam_adult_size_3.0,fam_adult_size_4.0,children_no_0.0,children_no_1.0,children_no_2.0,children_no_3.0,children_no_4.0,children_no_5.0,children_no_6.0,company_ic_0.0,company_ic_1.0,claims_no_0.0,claims_no_1.0,claims_no_2.0,claims_no_3.0,claims_no_4.0,claims_no_5.0,claims_no_6.0,claims_no_7.0,claims_no_8.0,claims_no_9.0,gender_M,gender_V,shop_use_0.0,shop_use_1.0,shop_use_Undefined,retired_0.0,retired_1.0,gold_status_0.0,gold_status_1.0,outcome_damage_inc_0,outcome_damage_inc_1
5.429345628954441,0.0,7.406103381237015,0.0,6.621405651764134,8.0,2.302585092994046,10.519888668850758,21.0,53.0,4.0,0.0,1.6094379124341003,0.0,7.369600720526409,0.0,0.3332535699745876,0.5485802546681803,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
8.321907968230423,8.088408277986456,8.781401907682376,0.0,9.210440366976517,13.0,1.0986122886681098,10.406623687817738,69.0,539.0,45.0,7.754052639035757,4.663439094112067,0.0,7.5537689224080244,0.0,0.6647580272675996,0.7672545525687431,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
5.429345628954441,0.0,7.390798521735676,0.0,0.0,3.0,1.791759469228055,10.134083267375377,47.0,271.0,23.0,6.2766434893416445,1.3862943611198906,0.0,7.36054916649668,0.0,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
5.429345628954441,0.0,7.390798521735676,0.0,0.0,9.0,1.3862943611198906,10.070568559913799,26.0,197.0,16.0,0.0,2.6390573296152584,0.0,7.228330394735943,0.0,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
7.086737934510577,7.460777951447916,8.153637486385282,0.0,9.61587214452889,8.0,0.0,10.408043563288523,52.0,263.0,22.0,0.0,0.6931471805599453,0.0,8.323365694436081,0.0,0.8338172969029812,0.9707884280691688,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
5.823045895483019,3.1354942159291497,7.404279118037268,0.0,0.0,1.0,2.0794415416798357,10.78365357369165,65.0,390.0,33.0,0.0,1.6094379124341003,0.0,7.571020405060161,0.0,0.6222670797252935,0.3277209428224683,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
6.18826412308259,0.0,7.643003635560718,0.0,7.313886831633462,7.0,1.6094379124341003,10.40256442926757,51.0,136.0,11.0,0.0,2.833213344056216,6.267124695505548,7.434641242294641,0.0,0.756817128968292,0.7291533298241231,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
5.429345628954441,0.0,7.425357887027151,0.0,0.0,4.0,0.6931471805599453,10.174468433264497,31.0,271.0,23.0,0.0,1.3862943611198906,0.0,7.153583574809528,0.0,0.4976954441682607,0.0238574936743352,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
7.618742377670413,0.0,8.130647968160584,0.0,9.61587214452889,11.0,2.70805020110221,10.354817916516243,53.0,375.0,31.0,0.0,4.672828834461906,9.007651350461316,7.138057148294658,0.0,0.5724195406344535,0.566965007865676,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
5.429345628954441,0.0,7.390798521735676,0.0,0.0,3.0,2.1972245773362196,10.576304466622823,62.0,271.0,23.0,0.0,0.6931471805599453,0.0,7.99827154982884,0.0,0.4976954441682607,0.6273159956258276,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
5.429345628954441,0.0,7.422373700986824,0.0,7.824445930877619,10.0,1.0986122886681098,10.07857467043465,18.0,17.0,1.0,0.0,2.995732273553991,0.0,6.862098700002317,0.0,0.9154694333245088,0.8933091032362801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
5.5909869805108565,0.0,7.413970290190444,0.0,0.0,10.0,1.6094379124341003,10.250581747317963,28.0,63.0,5.0,0.0,1.6094379124341003,0.0,6.951791302971748,6.000002990628037,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
6.535241271013659,0.0,7.874739125171811,0.0,8.517393171418904,9.0,2.0794415416798357,9.973992613421482,46.0,167.0,14.0,0.0,3.9889840465642745,7.732304127448642,7.341328299111784,0.0,0.4976954441682607,0.4965248032914966,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
5.429345628954441,0.0,7.390798521735676,0.0,0.0,7.0,1.0986122886681098,10.41849442269534,55.0,271.0,23.0,0.0,1.6094379124341003,0.0,7.556522058061349,6.289010312996652,0.4976954441682607,0.4478416349157098,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5.429345628954441,0.0,9.582455500402792,7.870547844507712,9.61587214452889,6.0,3.4011973816621555,10.702570083504742,48.0,170.0,14.0,0.0,1.0986122886681098,0.0,8.80189984168648,0.0,0.2353305631185245,0.1495333442574607,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
6.1675164908883415,0.0,7.562681246721884,0.0,0.0,2.0,2.3978952727983707,10.3977568739864,24.0,207.0,17.0,0.0,1.6094379124341003,7.114470122918171,7.7385665507916155,0.0,0.5594264720849131,0.1536753152292856,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
7.715569534520208,6.3080984415095305,7.646831391430482,0.0,9.61587214452889,6.0,2.302585092994046,10.352203702638608,53.0,324.0,27.0,0.0,3.5553480614894135,0.0,7.298884788322935,5.732110746643059,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5.746203190540153,6.9782137426306985,7.6708948313621175,0.0,7.313886831633462,10.0,2.302585092994046,10.827528176270343,36.0,316.0,26.0,0.0,2.995732273553991,0.0,7.51513213031582,0.0,0.6024090881525402,0.8288097890988024,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
6.46302945692067,4.736198448394496,9.305923241869912,7.491645473605133,9.472781556562168,11.0,2.302585092994046,10.239781201782993,32.0,50.0,4.0,0.0,4.406719247264253,0.0,7.439853038023667,0.0,0.38850294956103343,0.5019195138992456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
8.073714641109857,7.66105638236183,7.66105638236183,0.0,7.313886831633462,4.0,0.6931471805599453,10.404656702268806,55.0,152.0,13.0,0.0,2.772588722239781,0.0,7.4517119576674045,0.0,0.095670813362034,0.9199063616253323,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
7.1846291527173145,5.429345628954441,7.9269635448629785,0.0,0.0,3.0,0.6931471805599453,10.647280317764965,37.0,237.0,20.0,0.0,1.6094379124341003,0.0,7.565399626499427,0.0,0.7594361242899568,0.693037518791889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
5.429345628954441,0.0,7.390798521735676,0.0,0.0,7.0,2.0794415416798357,10.42129872047583,47.0,50.0,4.0,0.0,1.6094379124341003,0.0,7.820419442800594,0.0,0.0493041692237564,0.0300108824355798,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
8.441822884391462,0.0,9.424806382096705,0.0,9.210440366976517,11.0,2.1972245773362196,10.719582187930941,55.0,311.0,26.0,0.0,2.772588722239781,5.306789451853156,7.571308856695004,6.8211729008684205,0.8796942404437282,0.6761027593031024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
5.726847747587197,6.903245123504251,7.595889917718538,0.0,8.006700845440367,10.0,2.6390573296152584,10.016771593989466,23.0,102.0,9.0,0.0,2.9444389791664403,0.0,6.938594814133109,6.14789120635657,0.7218676514345747,0.7384905990752072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5.817111159963204,3.6888794541139363,7.493317248862145,0.0,7.824445930877619,7.0,2.4849066497880004,10.506381744118512,47.0,378.0,32.0,0.0,3.258096538021482,0.0,7.527363556207212,6.023205432892045,0.3341654034837188,0.5072458486310027,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5.429345628954441,0.0,7.390798521735676,0.0,0.0,4.0,2.1972245773362196,10.373209892223665,35.0,163.0,14.0,0.0,1.6094379124341003,0.0,7.367904260296948,5.596976470338392,0.1426460445834923,0.5444810178297588,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
5.429345628954441,0.0,7.390798521735676,0.0,0.0,7.0,1.791759469228055,10.754556863483053,78.0,271.0,23.0,0.0,1.3862943611198906,0.0,7.9273460050971885,6.346986326407876,0.4976954441682607,0.9508515977985637,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
6.375024819828097,4.7535901911063645,7.428927194802272,0.0,8.160803920954665,1.0,2.0794415416798357,10.237850423151144,72.0,479.0,40.0,0.0,3.295836866004329,0.0,6.80468103669735,0.0,0.5550876036256481,0.38411103521417067,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
8.904765846682814,8.831492851772289,9.524566999650077,6.3561076606958915,7.313886831633462,9.0,0.6931471805599453,10.471978128496518,31.0,434.0,36.0,0.0,3.1780538303479458,7.986175855512376,7.910091588278294,0.0,0.0333270910344131,0.6491231219846996,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
6.859614903654202,0.0,8.984944285608679,7.3914152346753585,9.04793908261736,4.0,2.6390573296152584,10.575130158308562,40.0,196.0,16.0,0.0,4.584967478670572,8.138399327310035,7.690555760242568,7.248518297020507,0.1105201545079122,0.1943834335037239,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
5.429345628954441,0.0,7.390798521735676,0.0,8.853808274977197,6.0,1.6094379124341003,10.373897349284675,33.0,110.0,9.0,0.0,4.394449154672439,0.0,6.855493094319327,0.0,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
5.978885764901122,0.0,7.473637108496206,0.0,8.517393171418904,2.0,2.0794415416798357,10.373209892223665,50.0,384.0,32.0,0.0,1.3862943611198906,6.717163297447303,8.27404334206637,7.2335925933280825,0.4976954441682607,0.4965248032914966,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
5.429345628954441,0.0,7.398174092970465,0.0,9.305741456739435,2.0,1.3862943611198906,10.167312288457342,18.0,198.0,17.0,0.0,3.4657359027997265,0.0,6.460452035257178,0.0,0.20780027648311855,0.4290266398211602,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
