income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,tenure_yrs,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg
324.0,0.0,2846.0,0.0,0.0,2500.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,True,14.0,1.0,21033.0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,134.0,11.0,0.0,0.0,0.0,36.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,
2093.0,681.0,2458.0,1219.0,4.0,7000.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,True,14.0,1.0,33261.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,515.0,43.0,0.0,0.0,0.0,83.0,M,0.0,0.0,0.0,0.0,,,,,0.06179418297477855,0.35974228200875574,,,0.3300588405853263,6.956439147651841
527.0,1086.0,2172.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,8.0,1.0,35793.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,153.0,13.0,0.0,0.0,0.0,50.0,V,0.0,0.0,1.0,0.0,,,,,,,0.619762528659245,0.20421509747871955,,
230.0,0.0,1730.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,True,11.0,0.0,36969.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,3.0,0.0,1.0,0.0,7.0,V,0.0,0.0,0.0,0.0,,,,,0.1891965718028977,0.3330737839642153,0.473830410853007,0.8781548674043694,,
227.0,0.0,1632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,False,0.0,1.0,28636.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,4.0,M,0.0,0.0,1.0,0.0,,,,,,,,,,
10406.0,645.0,21633.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,3.0,1.0,33795.0,72.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,343.0,29.0,0.0,0.0,0.0,27.0,V,0.0,0.0,1.0,0.0,0.29369815487834905,0.06461322994112949,0.4282409588943667,0.6494969103404906,0.4027361394762792,0.3006930455128344,,,,
1343.0,374.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,2.0,0.0,47325.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,263.0,22.0,0.0,0.0,0.0,4.0,V,0.0,0.0,1.0,0.0,,,0.16081907656540875,0.2517728856457295,,,,,,
3826.0,28.0,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,False,6.0,0.0,28582.0,77.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,330.0,28.0,0.0,0.0,0.0,13.0,V,0.0,0.0,1.0,0.0,,,,,,,,,,
458.0,93.0,1641.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,True,1.0,0.0,28517.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
1069.0,278.0,1744.0,0.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,True,2.0,0.0,38214.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,174.0,15.0,0.0,0.0,0.0,30.0,M,0.0,0.0,0.0,0.0,,,0.8700390323700485,0.802477118388439,,,,,,
359.0,844.5,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,5.0,0.0,37110.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,222.0,19.0,0.0,0.0,0.0,4.0,V,0.0,0.0,0.0,0.0,0.37881343943483897,0.035106526827002035,,,,,,,,
14556.0,3440.0,4013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,0.0,0.0,47965.0,66.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,384.0,32.0,0.0,0.0,0.0,2.0,V,5568.219879041393,1.0,1.0,0.0,,,,,0.7002665243195564,0.39994790432559313,,,,
2293.0,813.0,2374.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,3.0,0.0,22206.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,255.0,21.0,0.0,0.0,0.0,55.0,M,0.0,0.0,1.0,0.0,,,,,,,0.6153337334185145,0.5609263150618541,0.18255965021550066,5.22756054864713
1013.0,136.0,4983.0,0.0,1.0,4000.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,True,2.0,1.0,32173.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,344.0,29.0,0.0,0.0,0.0,12.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
322.0,23.0,2750.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,7.0,0.0,34511.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,258.0,22.0,0.0,0.0,0.0,105.0,M,0.0,0.0,0.0,0.0,0.7703040924387691,0.6974365924159361,,,0.7963184936841455,0.6845195254054723,,,,
839.0,230.0,2049.0,0.0,0.0,4000.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,True,8.0,0.0,35205.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,287.0,24.0,0.0,0.0,0.0,52.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
323.0,38.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,True,3.0,0.0,24433.0,60.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,382.0,32.0,0.0,0.0,0.0,37.0,M,0.0,0.0,1.0,0.0,,,0.7588038423223957,0.2712048063283617,0.2615741652527782,0.8471417546397494,0.9189755749616723,0.9761694448170085,,
3603.0,624.0,2604.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,8.0,0.0,31440.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,350.0,29.0,0.0,0.0,0.0,148.0,M,0.0,0.0,0.0,0.0,,,,,,,0.4007755038099996,0.013658863914199999,0.7940266569899599,8.415585150333639
1909.0,671.0,4239.0,1864.0,3.0,15000.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,True,16.0,1.0,35918.0,40.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,281.0,23.0,0.0,2.0,0.0,62.0,M,0.0,0.0,0.0,0.0,,,,,,,0.8334626172220031,0.9754935947056859,0.4726640729543663,8.99598122445143
1442.0,1259.0,2518.0,0.0,0.0,15000.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,True,2.0,0.0,30359.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,83.0,7.0,0.0,0.0,0.0,49.0,M,0.0,0.0,0.0,0.0,,,0.1893443777047042,0.07651252098988617,,,,,,
528.0,21.0,3910.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,True,5.0,0.0,20718.0,53.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,324.0,27.0,0.0,1.0,0.0,77.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,
1590.0,71.0,2824.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,6.0,0.0,31928.0,65.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,350.0,29.0,0.0,0.0,0.0,58.0,M,0.0,0.0,1.0,0.0,0.34338854285728704,0.07006071496157394,,,,,,,,
228.0,0.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,True,8.0,0.0,25703.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,V,0.0,0.0,0.0,0.0,0.9796638085111984,0.9924758811559831,,,,,0.9763906243692112,0.951779673892558,,
227.0,0.0,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,9.0,0.0,40974.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,3.0,0.0,0.0,0.0,2.0,V,0.0,0.0,0.0,0.0,,,,,,,,,0.051866389620482095,2.90791335149485
738.0,125.0,2789.0,0.0,0.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,True,6.0,0.0,,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,362.0,30.0,0.0,0.0,0.0,49.0,M,550.38447391892,1.0,0.0,0.0,,,,,,,,,,
41694.0,8178.0,21818.0,236.0,2.0,1500.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,True,1.0,0.0,30298.0,53.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,599.0,50.0,0.0,0.0,0.0,52.0,V,12267.0,1.0,0.0,0.0,,,,,0.8474698102281756,0.8479656971494722,0.6389136276631546,0.6596147251144178,,
284.0,816.5,1633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,0.0,0.0,31926.0,71.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,270.0,23.0,0.0,0.0,0.0,4.0,V,0.0,0.0,1.0,0.0,,,,,,,,,0.9765713015286525,2.3757444414857902
227.0,810.0,1620.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,5.0,0.0,32322.0,68.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,245.0,20.0,0.0,0.0,0.0,38.0,V,0.0,0.0,1.0,0.0,,,,,,,,,0.9437256764341,7.065437089649611
23268.0,543.0,20942.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,8.0,1.0,26936.0,70.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,384.0,32.0,0.0,0.0,0.0,4.0,M,0.0,0.0,1.0,1.0,0.3554303613296961,0.559121415613598,,,0.3172682873929451,0.2676376330325951,,,,
273.0,0.0,1669.0,0.0,0.0,3500.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,False,6.0,1.0,33878.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,370.0,31.0,0.0,0.0,0.0,31.0,V,0.0,0.0,0.0,0.0,,,,,0.5255423369857203,0.10147032903906279,,,0.9240182772613483,8.41228227620224
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,3.0,0.0,32299.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,212.0,18.0,0.0,0.0,0.0,3.0,M,0.0,0.0,0.0,0.0,,,,,0.7993804024441663,0.8190191992903282,,,,
1538.0,526.0,1865.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,8.0,0.0,31973.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,289.0,24.0,0.0,0.0,0.0,58.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,2.0,0.0,31015.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,147.0,12.0,0.0,0.0,0.0,1.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,
946.0,153.0,16384.0,870.0,1.0,8500.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,False,18.0,1.0,28956.0,47.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,290.0,24.0,0.0,0.0,0.0,52.0,V,0.0,0.0,0.0,0.0,,,,,0.3890009676778077,0.8781506453997775,,,0.5127990853146102,2.50876123319888
229.0,0.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,True,4.0,0.0,34354.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,20.0,0.0,0.0,0.0,3.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,
3913.0,1463.0,2357.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,4.0,0.0,34723.0,54.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,384.0,32.0,0.0,0.0,0.0,41.0,M,573.2549449936128,1.0,0.0,0.0,,,,,,,,,0.02483727929049426,1.33352667602442
697.0,196.0,3286.0,930.0,1.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,True,0.0,1.0,28365.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,349.0,29.0,0.0,0.0,0.0,49.0,V,0.0,0.0,0.0,0.0,,,,,,,0.9713142181836744,0.1762414927781793,0.044531822114837076,3.5081380380482203
283.0,950.5,1901.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,True,8.0,0.0,32205.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,80.0,7.0,0.0,0.0,0.0,70.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
16341.0,3162.0,15016.0,643.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,True,0.0,1.0,31343.0,40.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,3.0,2.0,539.0,45.0,0.0,1.0,0.0,48.0,M,0.0,0.0,0.0,0.0,,,,,,,0.7037736463605817,0.9238115032412422,0.3484713840141279,4.22718950780111
973.0,0.0,1745.0,0.0,0.0,4500.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,True,9.0,1.0,32322.0,54.0,1.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,0.0,3.0,0.0,587.0,49.0,1.0,2.0,1955.0,86.0,V,0.0,0.0,0.0,0.0,0.053368906798964305,0.31569179723213875,0.16231966975003553,0.6015376351707867,0.3797925862576627,0.4148427925390056,,,,
778.0,208.0,1768.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,9.0,0.0,28953.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,175.0,15.0,0.0,0.0,0.0,22.0,V,160.3725627531063,1.0,0.0,0.0,,,,,,,0.1525281450521741,0.042198774894767276,0.8415211218464829,0.19671589237231998
227.0,1503.0,3006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,4.0,0.0,37566.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,100.0,8.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,,,,,,,,,
4569.0,1825.0,2334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,8.0,0.0,28586.0,68.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,2.0,0.0,0.0,0.0,4.0,M,0.0,0.0,1.0,0.0,,,0.8151425529681623,0.471471618842973,,,0.7834023455014872,0.5017002673908888,0.9912459810761903,3.41921067804844
2552.0,441.0,5869.0,1781.0,2.0,6000.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,True,1.0,1.0,32943.0,49.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,324.0,27.0,0.0,0.0,0.0,138.0,V,0.0,0.0,0.0,0.0,,,0.16452983144170116,0.556377251577188,,,,,,
6860.0,3305.0,3305.0,0.0,0.0,12000.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,True,6.0,0.0,32305.0,46.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,324.0,27.0,0.0,0.0,0.0,13.0,M,0.0,0.0,0.0,0.0,,,0.83695284455055,0.6397773151403763,,,,,,
227.0,0.0,5075.0,0.0,0.0,6000.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,True,2.0,0.0,21904.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,61.0,5.0,0.0,0.0,0.0,39.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,3.4067682985307504
274.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,0.0,29151.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,124.0,10.0,0.0,0.0,0.0,4.0,V,234.27650251834922,1.0,0.0,0.0,0.8659723802870173,0.6856184592663039,,,0.2021558169979063,0.1985831707923568,,,,
1665.0,603.0,1942.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,True,2.0,0.0,31771.0,44.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,122.0,10.0,0.0,0.0,0.0,4.0,M,0.0,0.0,0.0,0.0,,,0.332876868001405,0.44018416975948643,,,,,,
912.0,100.0,2181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,6.0,0.0,35747.0,48.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,242.0,20.0,0.0,0.0,0.0,1.0,V,0.0,0.0,0.0,0.0,0.9029586926527622,0.8411233195076436,,,,,,,0.8100774251401185,5.68205407617602
2075.0,776.0,1927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,True,3.0,0.0,28428.0,63.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,246.0,21.0,0.0,0.0,0.0,3.0,V,0.0,0.0,1.0,0.0,0.5956602749730663,0.961474971703767,,,,,,,0.45507596408338535,0.6849810147776539
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,True,9.0,0.0,31645.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,135.0,11.0,0.0,0.0,0.0,3.0,V,0.0,0.0,0.0,0.0,,,,,,,,,,
